datetime,location
4/26/1977,Shinjo
4/28/1978,Shinjo
4/22/1979,Shinjo
4/29/1980,Shinjo
4/27/1981,Shinjo
4/23/1982,Shinjo
4/18/1983,Shinjo
5/6/1984,Shinjo
4/25/1985,Shinjo
4/26/1986,Shinjo
4/21/1987,Shinjo
4/26/1988,Shinjo
4/14/1989,Shinjo
4/13/1990,Shinjo
4/17/1991,Shinjo
4/19/1992,Shinjo
4/21/1993,Shinjo
4/20/1994,Shinjo
4/20/1995,Shinjo
4/27/1996,Shinjo
4/24/1997,Shinjo
,Shinjo
,Shinjo
,Shinjo
,Shinjo
,Shinjo
,Shinjo
,Shinjo
,Shinjo
,Shinjo
,Shinjo
,Shinjo
,Shinjo
,Shinjo
,Shinjo
,Shinjo
,Shinjo
,Shinjo
,Shinjo
,Shinjo
,Shinjo
,Shinjo
,Shinjo
,Shinjo
,Shinjo
,Shinjo
,Aomori
,Aomori
,Aomori
4/26/1956,Aomori
5/1/1957,Aomori
4/29/1958,Aomori
4/19/1959,Aomori
4/27/1960,Aomori
4/24/1961,Aomori
4/25/1962,Aomori
4/21/1963,Aomori
4/29/1964,Aomori
5/3/1965,Aomori
4/28/1966,Aomori
4/27/1967,Aomori
4/24/1968,Aomori
4/29/1969,Aomori
5/4/1970,Aomori
4/28/1971,Aomori
4/24/1972,Aomori
4/22/1973,Aomori
5/1/1974,Aomori
4/26/1975,Aomori
4/25/1976,Aomori
5/2/1977,Aomori
5/1/1978,Aomori
4/30/1979,Aomori
5/4/1980,Aomori
4/27/1981,Aomori
4/27/1982,Aomori
4/21/1983,Aomori
5/11/1984,Aomori
4/29/1985,Aomori
5/1/1986,Aomori
4/25/1987,Aomori
4/28/1988,Aomori
4/15/1989,Aomori
4/15/1990,Aomori
4/24/1991,Aomori
4/22/1992,Aomori
4/23/1993,Aomori
4/22/1994,Aomori
4/24/1995,Aomori
4/30/1996,Aomori
4/23/1997,Aomori
4/16/1998,Aomori
4/26/1999,Aomori
4/29/2000,Aomori
4/23/2001,Aomori
4/14/2002,Aomori
4/20/2003,Aomori
4/18/2004,Aomori
4/29/2005,Aomori
5/1/2006,Aomori
4/25/2007,Aomori
4/17/2008,Aomori
4/18/2009,Aomori
4/28/2010,Aomori
4/25/2011,Aomori
4/29/2012,Aomori
4/29/2013,Aomori
4/22/2014,Aomori
4/14/2015,Aomori
4/17/2016,Aomori
4/17/2017,Aomori
4/19/2018,Aomori
4/18/2019,Aomori
4/17/2020,Aomori
4/13/2021,Aomori
4/16/2022,Aomori
4/26/1953,Hachinohe
4/24/1954,Hachinohe
4/23/1955,Hachinohe
4/24/1956,Hachinohe
4/27/1957,Hachinohe
4/24/1958,Hachinohe
4/21/1959,Hachinohe
4/27/1960,Hachinohe
4/22/1961,Hachinohe
4/23/1962,Hachinohe
4/20/1963,Hachinohe
4/27/1964,Hachinohe
5/6/1965,Hachinohe
4/26/1966,Hachinohe
4/26/1967,Hachinohe
4/22/1968,Hachinohe
4/26/1969,Hachinohe
4/30/1970,Hachinohe
4/22/1971,Hachinohe
4/24/1972,Hachinohe
4/20/1973,Hachinohe
4/29/1974,Hachinohe
4/25/1975,Hachinohe
4/25/1976,Hachinohe
4/28/1977,Hachinohe
4/28/1978,Hachinohe
5/1/1979,Hachinohe
4/29/1980,Hachinohe
4/25/1981,Hachinohe
4/26/1982,Hachinohe
4/20/1983,Hachinohe
5/18/1984,Hachinohe
4/27/1985,Hachinohe
4/29/1986,Hachinohe
4/23/1987,Hachinohe
4/27/1988,Hachinohe
4/15/1989,Hachinohe
4/12/1990,Hachinohe
4/19/1991,Hachinohe
4/21/1992,Hachinohe
4/21/1993,Hachinohe
4/23/1994,Hachinohe
4/23/1995,Hachinohe
4/28/1996,Hachinohe
4/22/1997,Hachinohe
4/14/1998,Hachinohe
4/22/1999,Hachinohe
4/25/2000,Hachinohe
4/19/2001,Hachinohe
4/13/2002,Hachinohe
4/22/2003,Hachinohe
4/16/2004,Hachinohe
4/27/2005,Hachinohe
4/29/2006,Hachinohe
4/26/2007,Hachinohe
,Hachinohe
,Hachinohe
,Hachinohe
,Hachinohe
,Hachinohe
,Hachinohe
,Hachinohe
,Hachinohe
,Hachinohe
,Hachinohe
,Hachinohe
,Hachinohe
,Hachinohe
,Hachinohe
,Hachinohe
4/22/1953,Akita
4/17/1954,Akita
4/16/1955,Akita
4/21/1956,Akita
4/24/1957,Akita
4/22/1958,Akita
4/9/1959,Akita
4/21/1960,Akita
4/19/1961,Akita
4/20/1962,Akita
4/17/1963,Akita
4/18/1964,Akita
4/30/1965,Akita
4/21/1966,Akita
4/22/1967,Akita
4/17/1968,Akita
4/25/1969,Akita
4/27/1970,Akita
4/22/1971,Akita
4/17/1972,Akita
4/19/1973,Akita
4/26/1974,Akita
4/21/1975,Akita
4/23/1976,Akita
4/22/1977,Akita
4/26/1978,Akita
4/18/1979,Akita
4/23/1980,Akita
4/22/1981,Akita
4/20/1982,Akita
4/15/1983,Akita
4/30/1984,Akita
4/19/1985,Akita
4/20/1986,Akita
4/17/1987,Akita
4/23/1988,Akita
4/10/1989,Akita
4/10/1990,Akita
4/16/1991,Akita
4/17/1992,Akita
4/19/1993,Akita
4/19/1994,Akita
4/18/1995,Akita
4/25/1996,Akita
4/17/1997,Akita
4/13/1998,Akita
4/17/1999,Akita
4/20/2000,Akita
4/12/2001,Akita
4/7/2002,Akita
4/16/2003,Akita
4/12/2004,Akita
4/24/2005,Akita
4/21/2006,Akita
4/18/2007,Akita
4/10/2008,Akita
4/14/2009,Akita
4/24/2010,Akita
4/23/2011,Akita
4/24/2012,Akita
4/23/2013,Akita
4/20/2014,Akita
4/11/2015,Akita
4/14/2016,Akita
4/16/2017,Akita
4/17/2018,Akita
4/16/2019,Akita
4/8/2020,Akita
4/4/2021,Akita
4/12/2022,Akita
4/27/1953,Morioka
4/19/1954,Morioka
4/18/1955,Morioka
4/24/1956,Morioka
4/27/1957,Morioka
4/24/1958,Morioka
4/18/1959,Morioka
4/27/1960,Morioka
4/22/1961,Morioka
4/22/1962,Morioka
4/18/1963,Morioka
4/18/1964,Morioka
5/4/1965,Morioka
4/23/1966,Morioka
4/26/1967,Morioka
4/17/1968,Morioka
4/26/1969,Morioka
4/28/1970,Morioka
4/23/1971,Morioka
4/21/1972,Morioka
4/20/1973,Morioka
4/28/1974,Morioka
4/24/1975,Morioka
4/26/1976,Morioka
4/26/1977,Morioka
4/29/1978,Morioka
4/24/1979,Morioka
4/28/1980,Morioka
4/24/1981,Morioka
4/23/1982,Morioka
4/18/1983,Morioka
5/6/1984,Morioka
4/25/1985,Morioka
4/29/1986,Morioka
4/23/1987,Morioka
4/27/1988,Morioka
4/14/1989,Morioka
4/13/1990,Morioka
4/17/1991,Morioka
4/21/1992,Morioka
4/23/1993,Morioka
4/21/1994,Morioka
4/24/1995,Morioka
4/28/1996,Morioka
4/23/1997,Morioka
4/12/1998,Morioka
4/20/1999,Morioka
4/22/2000,Morioka
4/15/2001,Morioka
4/11/2002,Morioka
4/16/2003,Morioka
4/13/2004,Morioka
4/23/2005,Morioka
4/24/2006,Morioka
4/20/2007,Morioka
4/12/2008,Morioka
4/13/2009,Morioka
4/25/2010,Morioka
4/20/2011,Morioka
4/24/2012,Morioka
4/23/2013,Morioka
4/13/2014,Morioka
4/9/2015,Morioka
4/11/2016,Morioka
4/17/2017,Morioka
4/17/2018,Morioka
4/18/2019,Morioka
4/14/2020,Morioka
4/9/2021,Morioka
4/14/2022,Morioka
4/22/1953,Miyako
4/16/1954,Miyako
4/12/1955,Miyako
4/18/1956,Miyako
4/20/1957,Miyako
4/19/1958,Miyako
4/14/1959,Miyako
4/20/1960,Miyako
4/18/1961,Miyako
4/18/1962,Miyako
4/15/1963,Miyako
4/20/1964,Miyako
4/30/1965,Miyako
4/17/1966,Miyako
4/20/1967,Miyako
4/16/1968,Miyako
4/20/1969,Miyako
4/25/1970,Miyako
4/19/1971,Miyako
4/19/1972,Miyako
4/16/1973,Miyako
4/25/1974,Miyako
4/20/1975,Miyako
4/21/1976,Miyako
4/23/1977,Miyako
4/26/1978,Miyako
4/19/1979,Miyako
4/22/1980,Miyako
4/23/1981,Miyako
4/17/1982,Miyako
4/16/1983,Miyako
5/7/1984,Miyako
4/21/1985,Miyako
4/22/1986,Miyako
4/18/1987,Miyako
4/20/1988,Miyako
4/13/1989,Miyako
4/11/1990,Miyako
4/17/1991,Miyako
4/21/1992,Miyako
4/20/1993,Miyako
4/17/1994,Miyako
4/22/1995,Miyako
4/25/1996,Miyako
4/22/1997,Miyako
4/14/1998,Miyako
4/17/1999,Miyako
4/23/2000,Miyako
4/15/2001,Miyako
4/8/2002,Miyako
4/17/2003,Miyako
4/10/2004,Miyako
4/18/2005,Miyako
4/23/2006,Miyako
4/21/2007,Miyako
,Miyako
,Miyako
,Miyako
,Miyako
,Miyako
,Miyako
,Miyako
,Miyako
,Miyako
,Miyako
,Miyako
,Miyako
,Miyako
,Miyako
,Miyako
4/15/1953,Sakata
4/11/1954,Sakata
4/10/1955,Sakata
4/17/1956,Sakata
4/17/1957,Sakata
4/13/1958,Sakata
4/7/1959,Sakata
4/14/1960,Sakata
4/16/1961,Sakata
4/16/1962,Sakata
4/15/1963,Sakata
4/15/1964,Sakata
4/25/1965,Sakata
4/15/1966,Sakata
4/16/1967,Sakata
4/13/1968,Sakata
4/20/1969,Sakata
4/24/1970,Sakata
4/18/1971,Sakata
4/13/1972,Sakata
4/17/1973,Sakata
4/22/1974,Sakata
4/17/1975,Sakata
4/19/1976,Sakata
4/16/1977,Sakata
4/21/1978,Sakata
4/11/1979,Sakata
4/19/1980,Sakata
4/17/1981,Sakata
4/14/1982,Sakata
4/14/1983,Sakata
4/27/1984,Sakata
4/15/1985,Sakata
4/20/1986,Sakata
4/15/1987,Sakata
4/20/1988,Sakata
4/6/1989,Sakata
4/7/1990,Sakata
4/13/1991,Sakata
4/10/1992,Sakata
4/16/1993,Sakata
4/15/1994,Sakata
4/15/1995,Sakata
4/23/1996,Sakata
4/13/1997,Sakata
4/10/1998,Sakata
4/13/1999,Sakata
4/18/2000,Sakata
4/11/2001,Sakata
4/4/2002,Sakata
4/12/2003,Sakata
4/9/2004,Sakata
4/19/2005,Sakata
4/16/2006,Sakata
4/12/2007,Sakata
4/9/2008,Sakata
4/11/2009,Sakata
,Sakata
,Sakata
,Sakata
,Sakata
,Sakata
,Sakata
,Sakata
,Sakata
,Sakata
,Sakata
,Sakata
,Sakata
,Sakata
4/19/1953,Yamagata
4/13/1954,Yamagata
4/12/1955,Yamagata
4/18/1956,Yamagata
4/20/1957,Yamagata
4/17/1958,Yamagata
4/9/1959,Yamagata
4/17/1960,Yamagata
4/17/1961,Yamagata
4/16/1962,Yamagata
4/15/1963,Yamagata
4/14/1964,Yamagata
4/26/1965,Yamagata
4/15/1966,Yamagata
4/18/1967,Yamagata
4/14/1968,Yamagata
4/20/1969,Yamagata
4/24/1970,Yamagata
4/16/1971,Yamagata
4/12/1972,Yamagata
4/16/1973,Yamagata
4/24/1974,Yamagata
4/17/1975,Yamagata
4/18/1976,Yamagata
4/15/1977,Yamagata
4/23/1978,Yamagata
4/12/1979,Yamagata
4/21/1980,Yamagata
4/21/1981,Yamagata
4/16/1982,Yamagata
4/14/1983,Yamagata
4/29/1984,Yamagata
4/19/1985,Yamagata
4/20/1986,Yamagata
4/15/1987,Yamagata
4/20/1988,Yamagata
4/7/1989,Yamagata
4/9/1990,Yamagata
4/12/1991,Yamagata
4/12/1992,Yamagata
4/16/1993,Yamagata
4/15/1994,Yamagata
4/17/1995,Yamagata
4/24/1996,Yamagata
4/13/1997,Yamagata
4/11/1998,Yamagata
4/14/1999,Yamagata
4/19/2000,Yamagata
4/12/2001,Yamagata
4/3/2002,Yamagata
4/14/2003,Yamagata
4/10/2004,Yamagata
4/19/2005,Yamagata
4/18/2006,Yamagata
4/13/2007,Yamagata
4/12/2008,Yamagata
4/11/2009,Yamagata
4/19/2010,Yamagata
4/18/2011,Yamagata
4/23/2012,Yamagata
4/15/2013,Yamagata
4/14/2014,Yamagata
4/10/2015,Yamagata
4/6/2016,Yamagata
4/14/2017,Yamagata
4/4/2018,Yamagata
4/12/2019,Yamagata
4/3/2020,Yamagata
4/2/2021,Yamagata
4/11/2022,Yamagata
4/11/1953,Sendai
4/6/1954,Sendai
4/11/1955,Sendai
4/16/1956,Sendai
4/16/1957,Sendai
4/10/1958,Sendai
4/4/1959,Sendai
4/12/1960,Sendai
4/11/1961,Sendai
4/14/1962,Sendai
4/12/1963,Sendai
4/11/1964,Sendai
4/20/1965,Sendai
4/11/1966,Sendai
4/11/1967,Sendai
4/10/1968,Sendai
4/14/1969,Sendai
4/21/1970,Sendai
4/14/1971,Sendai
4/8/1972,Sendai
4/11/1973,Sendai
4/19/1974,Sendai
4/14/1975,Sendai
4/14/1976,Sendai
4/14/1977,Sendai
4/21/1978,Sendai
4/9/1979,Sendai
4/14/1980,Sendai
4/13/1981,Sendai
4/11/1982,Sendai
4/13/1983,Sendai
4/28/1984,Sendai
4/17/1985,Sendai
4/19/1986,Sendai
4/10/1987,Sendai
4/17/1988,Sendai
4/3/1989,Sendai
4/3/1990,Sendai
4/11/1991,Sendai
4/6/1992,Sendai
4/9/1993,Sendai
4/11/1994,Sendai
4/11/1995,Sendai
4/17/1996,Sendai
4/8/1997,Sendai
4/8/1998,Sendai
4/8/1999,Sendai
4/13/2000,Sendai
4/10/2001,Sendai
3/29/2002,Sendai
4/9/2003,Sendai
4/7/2004,Sendai
4/14/2005,Sendai
4/13/2006,Sendai
4/6/2007,Sendai
4/5/2008,Sendai
4/7/2009,Sendai
4/13/2010,Sendai
4/12/2011,Sendai
4/18/2012,Sendai
4/9/2013,Sendai
4/7/2014,Sendai
4/3/2015,Sendai
4/1/2016,Sendai
4/7/2017,Sendai
3/30/2018,Sendai
4/5/2019,Sendai
3/28/2020,Sendai
3/28/2021,Sendai
4/8/2022,Sendai
4/9/1953,Fukushima
4/5/1954,Fukushima
4/9/1955,Fukushima
4/14/1956,Fukushima
4/15/1957,Fukushima
4/7/1958,Fukushima
4/3/1959,Fukushima
4/8/1960,Fukushima
4/11/1961,Fukushima
4/9/1962,Fukushima
4/7/1963,Fukushima
4/11/1964,Fukushima
4/18/1965,Fukushima
4/6/1966,Fukushima
4/10/1967,Fukushima
4/6/1968,Fukushima
4/13/1969,Fukushima
4/19/1970,Fukushima
4/9/1971,Fukushima
4/6/1972,Fukushima
4/9/1973,Fukushima
4/17/1974,Fukushima
4/11/1975,Fukushima
4/13/1976,Fukushima
4/12/1977,Fukushima
4/17/1978,Fukushima
4/8/1979,Fukushima
4/13/1980,Fukushima
4/12/1981,Fukushima
4/8/1982,Fukushima
4/10/1983,Fukushima
4/25/1984,Fukushima
4/14/1985,Fukushima
4/17/1986,Fukushima
4/6/1987,Fukushima
4/16/1988,Fukushima
4/1/1989,Fukushima
4/3/1990,Fukushima
4/9/1991,Fukushima
4/5/1992,Fukushima
4/12/1993,Fukushima
4/8/1994,Fukushima
4/9/1995,Fukushima
4/15/1996,Fukushima
4/8/1997,Fukushima
4/7/1998,Fukushima
4/5/1999,Fukushima
4/13/2000,Fukushima
4/8/2001,Fukushima
3/29/2002,Fukushima
4/8/2003,Fukushima
4/3/2004,Fukushima
4/11/2005,Fukushima
4/12/2006,Fukushima
4/2/2007,Fukushima
4/6/2008,Fukushima
4/6/2009,Fukushima
4/9/2010,Fukushima
4/12/2011,Fukushima
4/16/2012,Fukushima
4/5/2013,Fukushima
4/8/2014,Fukushima
4/2/2015,Fukushima
3/30/2016,Fukushima
4/8/2017,Fukushima
3/29/2018,Fukushima
4/5/2019,Fukushima
3/28/2020,Fukushima
3/25/2021,Fukushima
4/4/2022,Fukushima
4/16/1953,Shirakawa
4/6/1954,Shirakawa
4/11/1955,Shirakawa
4/16/1956,Shirakawa
4/16/1957,Shirakawa
4/10/1958,Shirakawa
4/8/1959,Shirakawa
4/11/1960,Shirakawa
4/13/1961,Shirakawa
4/14/1962,Shirakawa
4/14/1963,Shirakawa
4/13/1964,Shirakawa
4/25/1965,Shirakawa
4/13/1966,Shirakawa
4/12/1967,Shirakawa
4/14/1968,Shirakawa
4/15/1969,Shirakawa
4/23/1970,Shirakawa
4/15/1971,Shirakawa
4/14/1972,Shirakawa
4/12/1973,Shirakawa
4/19/1974,Shirakawa
4/15/1975,Shirakawa
4/15/1976,Shirakawa
4/14/1977,Shirakawa
4/22/1978,Shirakawa
4/8/1979,Shirakawa
4/20/1980,Shirakawa
4/16/1981,Shirakawa
4/14/1982,Shirakawa
4/14/1983,Shirakawa
4/28/1984,Shirakawa
4/17/1985,Shirakawa
4/22/1986,Shirakawa
4/10/1987,Shirakawa
4/20/1988,Shirakawa
4/9/1989,Shirakawa
4/8/1990,Shirakawa
4/12/1991,Shirakawa
4/10/1992,Shirakawa
4/16/1993,Shirakawa
4/14/1994,Shirakawa
4/18/1995,Shirakawa
4/24/1996,Shirakawa
4/10/1997,Shirakawa
,Shirakawa
,Shirakawa
,Shirakawa
,Shirakawa
,Shirakawa
,Shirakawa
,Shirakawa
,Shirakawa
,Shirakawa
,Shirakawa
,Shirakawa
,Shirakawa
,Shirakawa
,Shirakawa
,Shirakawa
,Shirakawa
,Shirakawa
,Shirakawa
,Shirakawa
,Shirakawa
,Shirakawa
,Shirakawa
,Shirakawa
,Shirakawa
,Shirakawa
4/6/1953,Onahama
4/1/1954,Onahama
4/3/1955,Onahama
4/12/1956,Onahama
4/11/1957,Onahama
4/7/1958,Onahama
3/30/1959,Onahama
4/5/1960,Onahama
4/8/1961,Onahama
4/9/1962,Onahama
4/13/1963,Onahama
4/10/1964,Onahama
4/15/1965,Onahama
4/1/1966,Onahama
4/3/1967,Onahama
4/7/1968,Onahama
4/12/1969,Onahama
4/16/1970,Onahama
4/9/1971,Onahama
4/3/1972,Onahama
4/8/1973,Onahama
4/14/1974,Onahama
4/10/1975,Onahama
4/5/1976,Onahama
4/10/1977,Onahama
4/16/1978,Onahama
3/31/1979,Onahama
4/14/1980,Onahama
4/11/1981,Onahama
4/6/1982,Onahama
4/11/1983,Onahama
4/25/1984,Onahama
4/11/1985,Onahama
4/17/1986,Onahama
4/5/1987,Onahama
4/13/1988,Onahama
3/30/1989,Onahama
3/30/1990,Onahama
4/9/1991,Onahama
4/2/1992,Onahama
4/8/1993,Onahama
4/7/1994,Onahama
4/6/1995,Onahama
4/8/1996,Onahama
4/1/1997,Onahama
4/7/1998,Onahama
4/2/1999,Onahama
4/8/2000,Onahama
4/5/2001,Onahama
3/25/2002,Onahama
4/8/2003,Onahama
4/1/2004,Onahama
4/10/2005,Onahama
4/3/2006,Onahama
3/29/2007,Onahama
3/30/2008,Onahama
,Onahama
,Onahama
,Onahama
,Onahama
,Onahama
,Onahama
,Onahama
,Onahama
,Onahama
,Onahama
,Onahama
,Onahama
,Onahama
,Onahama
4/8/1953,Wajima
4/5/1954,Wajima
4/7/1955,Wajima
4/13/1956,Wajima
4/15/1957,Wajima
4/7/1958,Wajima
4/1/1959,Wajima
4/6/1960,Wajima
4/4/1961,Wajima
4/10/1962,Wajima
4/11/1963,Wajima
4/12/1964,Wajima
4/18/1965,Wajima
4/9/1966,Wajima
4/8/1967,Wajima
4/10/1968,Wajima
4/13/1969,Wajima
4/18/1970,Wajima
4/12/1971,Wajima
4/9/1972,Wajima
4/10/1973,Wajima
4/15/1974,Wajima
4/12/1975,Wajima
4/14/1976,Wajima
4/10/1977,Wajima
4/16/1978,Wajima
4/7/1979,Wajima
4/12/1980,Wajima
4/10/1981,Wajima
4/7/1982,Wajima
4/11/1983,Wajima
4/24/1984,Wajima
4/13/1985,Wajima
4/14/1986,Wajima
4/7/1987,Wajima
4/15/1988,Wajima
4/1/1989,Wajima
4/2/1990,Wajima
4/11/1991,Wajima
4/5/1992,Wajima
4/8/1993,Wajima
4/12/1994,Wajima
4/10/1995,Wajima
4/17/1996,Wajima
4/7/1997,Wajima
4/6/1998,Wajima
4/8/1999,Wajima
4/13/2000,Wajima
4/7/2001,Wajima
3/29/2002,Wajima
4/8/2003,Wajima
4/1/2004,Wajima
4/10/2005,Wajima
4/12/2006,Wajima
4/8/2007,Wajima
4/6/2008,Wajima
4/6/2009,Wajima
4/9/2010,Wajima
,Wajima
,Wajima
,Wajima
,Wajima
,Wajima
,Wajima
,Wajima
,Wajima
,Wajima
,Wajima
,Wajima
,Wajima
4/11/1953,Aikawa
4/6/1954,Aikawa
4/8/1955,Aikawa
4/14/1956,Aikawa
4/16/1957,Aikawa
4/8/1958,Aikawa
4/3/1959,Aikawa
4/6/1960,Aikawa
4/11/1961,Aikawa
4/9/1962,Aikawa
4/12/1963,Aikawa
4/14/1964,Aikawa
4/19/1965,Aikawa
4/12/1966,Aikawa
4/10/1967,Aikawa
4/10/1968,Aikawa
4/14/1969,Aikawa
4/21/1970,Aikawa
4/14/1971,Aikawa
4/12/1972,Aikawa
4/11/1973,Aikawa
4/17/1974,Aikawa
4/14/1975,Aikawa
4/14/1976,Aikawa
4/13/1977,Aikawa
4/17/1978,Aikawa
4/7/1979,Aikawa
4/14/1980,Aikawa
4/12/1981,Aikawa
4/12/1982,Aikawa
4/12/1983,Aikawa
4/27/1984,Aikawa
4/13/1985,Aikawa
4/19/1986,Aikawa
4/10/1987,Aikawa
4/20/1988,Aikawa
4/7/1989,Aikawa
4/4/1990,Aikawa
4/13/1991,Aikawa
4/8/1992,Aikawa
4/14/1993,Aikawa
4/13/1994,Aikawa
4/14/1995,Aikawa
4/19/1996,Aikawa
4/11/1997,Aikawa
4/8/1998,Aikawa
4/11/1999,Aikawa
4/13/2000,Aikawa
4/10/2001,Aikawa
4/2/2002,Aikawa
4/10/2003,Aikawa
4/5/2004,Aikawa
4/16/2005,Aikawa
4/12/2006,Aikawa
4/9/2007,Aikawa
,Aikawa
,Aikawa
,Aikawa
,Aikawa
,Aikawa
,Aikawa
,Aikawa
,Aikawa
,Aikawa
,Aikawa
,Aikawa
,Aikawa
,Aikawa
,Aikawa
,Aikawa
4/13/1953,Niigata
4/8/1954,Niigata
4/9/1955,Niigata
4/15/1956,Niigata
4/18/1957,Niigata
4/13/1958,Niigata
4/5/1959,Niigata
4/11/1960,Niigata
4/12/1961,Niigata
4/11/1962,Niigata
4/12/1963,Niigata
4/11/1964,Niigata
4/19/1965,Niigata
4/10/1966,Niigata
4/11/1967,Niigata
4/12/1968,Niigata
4/16/1969,Niigata
4/20/1970,Niigata
4/13/1971,Niigata
4/8/1972,Niigata
4/10/1973,Niigata
4/18/1974,Niigata
4/13/1975,Niigata
4/14/1976,Niigata
4/14/1977,Niigata
4/17/1978,Niigata
4/8/1979,Niigata
4/16/1980,Niigata
4/13/1981,Niigata
4/9/1982,Niigata
4/12/1983,Niigata
4/26/1984,Niigata
4/10/1985,Niigata
4/17/1986,Niigata
4/8/1987,Niigata
4/16/1988,Niigata
4/1/1989,Niigata
4/1/1990,Niigata
4/11/1991,Niigata
4/5/1992,Niigata
4/9/1993,Niigata
4/11/1994,Niigata
4/9/1995,Niigata
4/16/1996,Niigata
4/7/1997,Niigata
4/6/1998,Niigata
4/6/1999,Niigata
4/12/2000,Niigata
4/8/2001,Niigata
3/30/2002,Niigata
4/6/2003,Niigata
4/2/2004,Niigata
4/14/2005,Niigata
4/11/2006,Niigata
4/6/2007,Niigata
4/5/2008,Niigata
4/7/2009,Niigata
4/11/2010,Niigata
4/14/2011,Niigata
4/16/2012,Niigata
4/7/2013,Niigata
4/7/2014,Niigata
4/2/2015,Niigata
4/3/2016,Niigata
4/8/2017,Niigata
4/3/2018,Niigata
4/5/2019,Niigata
4/1/2020,Niigata
3/29/2021,Niigata
4/8/2022,Niigata
4/2/1953,Kanazawa
4/1/1954,Kanazawa
4/1/1955,Kanazawa
4/10/1956,Kanazawa
4/8/1957,Kanazawa
4/1/1958,Kanazawa
3/27/1959,Kanazawa
3/29/1960,Kanazawa
4/6/1961,Kanazawa
4/7/1962,Kanazawa
4/10/1963,Kanazawa
4/6/1964,Kanazawa
4/13/1965,Kanazawa
4/4/1966,Kanazawa
4/5/1967,Kanazawa
4/7/1968,Kanazawa
4/10/1969,Kanazawa
4/16/1970,Kanazawa
4/9/1971,Kanazawa
4/4/1972,Kanazawa
4/6/1973,Kanazawa
4/10/1974,Kanazawa
4/8/1975,Kanazawa
4/4/1976,Kanazawa
4/6/1977,Kanazawa
4/11/1978,Kanazawa
3/30/1979,Kanazawa
4/6/1980,Kanazawa
4/8/1981,Kanazawa
4/2/1982,Kanazawa
4/8/1983,Kanazawa
4/17/1984,Kanazawa
4/7/1985,Kanazawa
4/10/1986,Kanazawa
3/30/1987,Kanazawa
4/12/1988,Kanazawa
3/26/1989,Kanazawa
3/28/1990,Kanazawa
4/7/1991,Kanazawa
4/2/1992,Kanazawa
4/2/1993,Kanazawa
4/11/1994,Kanazawa
4/8/1995,Kanazawa
4/11/1996,Kanazawa
4/2/1997,Kanazawa
3/31/1998,Kanazawa
4/1/1999,Kanazawa
4/7/2000,Kanazawa
4/2/2001,Kanazawa
3/26/2002,Kanazawa
4/3/2003,Kanazawa
3/28/2004,Kanazawa
4/7/2005,Kanazawa
4/6/2006,Kanazawa
3/29/2007,Kanazawa
4/2/2008,Kanazawa
4/3/2009,Kanazawa
4/1/2010,Kanazawa
4/7/2011,Kanazawa
4/10/2012,Kanazawa
3/30/2013,Kanazawa
4/1/2014,Kanazawa
3/31/2015,Kanazawa
3/30/2016,Kanazawa
4/4/2017,Kanazawa
3/29/2018,Kanazawa
4/1/2019,Kanazawa
3/26/2020,Kanazawa
3/23/2021,Kanazawa
3/30/2022,Kanazawa
4/8/1953,Toyama
4/4/1954,Toyama
4/6/1955,Toyama
4/13/1956,Toyama
4/16/1957,Toyama
4/5/1958,Toyama
3/31/1959,Toyama
4/5/1960,Toyama
4/8/1961,Toyama
4/7/1962,Toyama
4/11/1963,Toyama
4/11/1964,Toyama
4/16/1965,Toyama
4/7/1966,Toyama
4/6/1967,Toyama
4/8/1968,Toyama
4/13/1969,Toyama
4/17/1970,Toyama
4/10/1971,Toyama
4/6/1972,Toyama
4/8/1973,Toyama
4/13/1974,Toyama
4/10/1975,Toyama
4/8/1976,Toyama
4/11/1977,Toyama
4/15/1978,Toyama
4/3/1979,Toyama
4/9/1980,Toyama
4/10/1981,Toyama
4/2/1982,Toyama
4/9/1983,Toyama
4/20/1984,Toyama
4/10/1985,Toyama
4/11/1986,Toyama
4/5/1987,Toyama
4/14/1988,Toyama
3/29/1989,Toyama
4/1/1990,Toyama
4/10/1991,Toyama
4/4/1992,Toyama
4/11/1993,Toyama
4/11/1994,Toyama
4/7/1995,Toyama
4/10/1996,Toyama
4/1/1997,Toyama
3/30/1998,Toyama
4/1/1999,Toyama
4/10/2000,Toyama
4/5/2001,Toyama
3/26/2002,Toyama
4/4/2003,Toyama
3/29/2004,Toyama
4/8/2005,Toyama
4/7/2006,Toyama
3/30/2007,Toyama
4/2/2008,Toyama
3/30/2009,Toyama
4/2/2010,Toyama
4/8/2011,Toyama
4/12/2012,Toyama
3/29/2013,Toyama
4/2/2014,Toyama
4/1/2015,Toyama
3/29/2016,Toyama
4/5/2017,Toyama
3/27/2018,Toyama
3/28/2019,Toyama
3/27/2020,Toyama
3/24/2021,Toyama
4/1/2022,Toyama
4/17/1953,Nagano
4/7/1954,Nagano
4/10/1955,Nagano
4/14/1956,Nagano
4/17/1957,Nagano
4/9/1958,Nagano
4/5/1959,Nagano
4/13/1960,Nagano
4/14/1961,Nagano
4/15/1962,Nagano
4/15/1963,Nagano
4/13/1964,Nagano
4/24/1965,Nagano
4/14/1966,Nagano
4/13/1967,Nagano
4/14/1968,Nagano
4/16/1969,Nagano
4/24/1970,Nagano
